Image,color_R,color_G,color_B,aspect_ratio,roundness,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7
camote_1.jpg,31,42,128,0.8599779492833517,0.5158656846760402,0.2341016057375462,0.026174608600976024,0.0010805794697227003,0.00019825977469311142,8.978537382209788e-08,2.853978349252633e-05,-1.8961169472971847e-08
camote_2.jpg,181,181,206,0.13541666666666666,0.07039258584618806,1.9084677622825976,3.5380193227554697,0.299269508894421,0.24810378209352832,0.0675550345584782,0.44562408140631127,-0.002608803098594077
camote_3.jpg,29,36,110,1.907843137254902,0.5105905423754977,0.23715296139237912,0.02694066401901722,0.0014925846786643735,0.0002491189177045733,1.4327591010436956e-07,3.3440820697054944e-05,5.0477102046896e-08
camote_4.jpg,29,38,116,2.334763948497854,0.5030288759741238,0.2380559745678306,0.027452690376317538,0.0014619956701327754,0.0002535563791832244,1.470571305994523e-07,3.5125527795412505e-05,4.6975592715925825e-08
camote_5.jpg,35,43,112,0.5555555555555556,0.48805865316069846,0.24015286080593423,0.02845485397516997,0.0015019354091929623,0.0002767768820699109,1.710044105643381e-07,3.9475034521312936e-05,5.101421929397662e-08
Camote_6.jpg,44,49,127,0.4402390438247012,0.49364180330382895,0.23337364756159848,0.025780591449729585,0.0010949432413154287,0.00019515422113666896,8.808042096762018e-08,2.7696169105515483e-05,-1.9493204937571326e-08
